,Item_ID,Item_Price,Item_Store_ID,Item_Store_Returns,Item_Sugar_Content,Item_Visibility,Item_Weight,Store_ID,Store_Location_Type,Store_Size,Store_Start_Year,Store_Type
68,DRD25,285.72,DRD25_BABATUNJI046,5942.27,1,0.0,6.135,BABATUNJI046,0,0,2004,1
69,DRD25,285.97,DRD25_BABATUNJI049,2546.69,1,0.079094835,6.135,BABATUNJI049,0,1,2006,1
70,DRD27,244.01,DRD27_BABATUNJI013,3720.16,1,0.023820082000000003,18.75,BABATUNJI013,2,2,1994,1
71,DRD27,243.51,DRD27_BABATUNJI049,5704.24,1,0.023876985,18.75,BABATUNJI049,0,1,2006,1
72,DRD37,118.77,DRD37_BABATUNJI010,466.06,0,0.02316823,9.8,BABATUNJI010,2,1,2005,0
73,DRD37,113.27,DRD37_BABATUNJI013,3262.42,1,0.013830218,9.8,BABATUNJI013,2,2,1994,1
74,DRD49,592.14,DRD49_BABATUNJI017,11917.82,1,0.168780385,9.895,BABATUNJI017,1,1,2014,1
75,DRD49,598.64,DRD49_BABATUNJI035,13109.6,1,0.167799329,9.895,BABATUNJI035,1,0,2011,1
76,DRD49,594.39,DRD49_BABATUNJI045,9534.26,1,0.16817143,9.895,BABATUNJI045,1,1,2009,1
77,DRD60,449.41,DRD60_BABATUNJI018,4544.09,0,0.037383778,15.7,BABATUNJI018,2,1,2016,2
78,DRD60,452.91,DRD60_BABATUNJI019,454.41,1,0.065188619,12.90883834765998,BABATUNJI019,0,0,1992,0
79,DRD60,456.16,DRD60_BABATUNJI035,4998.49,1,0.03722507,15.7,BABATUNJI035,1,0,2011,1
80,DRD60,457.91,DRD60_BABATUNJI046,14086.66,1,0.03723211,15.7,BABATUNJI046,0,0,2004,1
81,DRD60,456.91,DRD60_BABATUNJI049,8633.76,1,0.037289996,15.7,BABATUNJI049,0,1,2006,1
82,DRE03,113.93,DRE03_BABATUNJI010,118.18,1,0.040550868,19.6,BABATUNJI010,2,1,2005,0
83,DRE12,283.22,DRE12_BABATUNJI013,3678.55,1,0.070721656,4.59,BABATUNJI013,2,2,1994,1
84,DRE12,286.47,DRE12_BABATUNJI046,3112.62,1,0.070780558,4.59,BABATUNJI046,0,0,2004,1
85,DRE12,279.22,DRE12_BABATUNJI049,3961.51,1,0.070890602,4.59,BABATUNJI049,0,1,2006,1
86,DRE13,213.8,DRE13_BABATUNJI013,4360.99,1,0.027682047,6.28,BABATUNJI013,2,2,1994,1
87,DRE25,229.53,DRE25_BABATUNJI046,4427.57,1,0.073283193,15.35,BABATUNJI046,0,0,2004,1
88,DRE25,229.78,DRE25_BABATUNJI049,6524.84,1,0.073397129,15.35,BABATUNJI049,0,1,2006,1
89,DRE27,249.18,DRE27_BABATUNJI010,489.36,1,0.22206335100000002,11.85,BABATUNJI010,2,1,2005,0
90,DRE27,243.18,DRE27_BABATUNJI013,1957.45,1,0.132560174,11.85,BABATUNJI013,2,2,1994,1
91,DRE27,241.18,DRE27_BABATUNJI046,2446.82,1,0.13267058,11.85,BABATUNJI046,0,0,2004,1
92,DRE27,245.18,DRE27_BABATUNJI049,2691.5,1,0.132876847,11.85,BABATUNJI049,0,1,2006,1
93,DRE37,467.72,DRE37_BABATUNJI018,8036.21,0,0.094603404,13.5,BABATUNJI018,2,1,2016,2
94,DRE37,473.72,DRE37_BABATUNJI019,472.72,1,0.164966345,12.90883834765998,BABATUNJI019,0,0,1992,0
95,DRE37,472.97,DRE37_BABATUNJI035,4727.18,1,0.0,13.5,BABATUNJI035,1,0,2011,1
96,DRE37,474.97,DRE37_BABATUNJI046,3309.03,1,0.094219593,13.5,BABATUNJI046,0,0,2004,1
97,DRE37,477.47,DRE37_BABATUNJI049,7090.77,1,0.094366079,13.5,BABATUNJI049,0,1,2006,1
98,DRE48,488.44,DRE48_BABATUNJI017,3941.54,1,0.0,8.43,BABATUNJI017,1,1,2014,1
99,DRE48,490.19,DRE48_BABATUNJI018,10346.53,1,0.017396308,8.43,BABATUNJI018,2,1,2016,2
100,DRE48,492.69,DRE48_BABATUNJI027,22171.14,1,0.01724183,12.90883834765998,BABATUNJI027,2,1,1992,3
101,DRE48,492.19,DRE48_BABATUNJI035,8375.76,0,0.017322453999999998,8.43,BABATUNJI035,1,0,2011,1
102,DRE48,490.69,DRE48_BABATUNJI045,3941.54,1,0.017360867,8.43,BABATUNJI045,1,1,2009,1
103,DRE49,379.51,DRE49_BABATUNJI010,379.51,1,0.035568147,20.75,BABATUNJI010,2,1,2005,0
104,DRE49,377.76,DRE49_BABATUNJI013,6072.1,1,0.021232317999999997,20.75,BABATUNJI013,2,2,1994,1
105,DRE49,382.51,DRE49_BABATUNJI017,5692.59,1,0.021370201000000002,20.75,BABATUNJI017,1,1,2014,1
106,DRE49,384.01,DRE49_BABATUNJI018,3415.55,1,0.021336565,20.75,BABATUNJI018,2,1,2016,2
107,DRE49,384.51,DRE49_BABATUNJI027,19354.81,1,0.0,12.90883834765998,BABATUNJI027,2,1,1992,3
108,DRE49,382.51,DRE49_BABATUNJI035,6072.1,1,0.0,20.75,BABATUNJI035,1,0,2011,1
109,DRE49,379.76,DRE49_BABATUNJI045,6831.11,1,0.021293097,20.75,BABATUNJI045,1,1,2009,1
110,DRE49,376.26,DRE49_BABATUNJI046,6451.6,0,0.021250002,20.75,BABATUNJI046,0,0,2004,1
111,DRE49,383.76,DRE49_BABATUNJI049,6072.1,1,0.02128304,20.75,BABATUNJI049,0,1,2006,1
112,DRE60,569.68,DRE60_BABATUNJI017,3961.51,1,0.160235723,9.395,BABATUNJI017,1,1,2014,1
113,DRE60,563.43,DRE60_BABATUNJI019,1697.79,1,0.278974075,12.90883834765998,BABATUNJI019,0,0,1992,0
114,DRE60,565.43,DRE60_BABATUNJI035,9620.81,1,0.15930433300000002,9.395,BABATUNJI035,1,0,2011,1
115,DRE60,562.43,DRE60_BABATUNJI045,19241.62,1,0.15965759599999998,9.395,BABATUNJI045,1,1,2009,1
116,DRE60,561.93,DRE60_BABATUNJI049,17543.83,1,0.159582185,9.395,BABATUNJI049,0,1,2006,1
117,DRF01,362.53,DRF01_BABATUNJI013,4738.83,1,0.174934513,5.655,BABATUNJI013,2,2,1994,1
118,DRF01,360.03,DRF01_BABATUNJI017,4374.31,0,0.176070535,5.655,BABATUNJI017,1,1,2014,1
119,DRF01,367.28,DRF01_BABATUNJI018,4374.31,1,0.175793413,5.655,BABATUNJI018,2,1,2016,2
120,DRF01,368.28,DRF01_BABATUNJI019,729.05,1,0.30654284800000003,12.90883834765998,BABATUNJI019,0,0,1992,0
121,DRF01,366.53,DRF01_BABATUNJI027,4738.83,1,0.174232377,12.90883834765998,BABATUNJI027,2,1,1992,3
122,DRF01,367.28,DRF01_BABATUNJI035,4738.83,0,0.17504710399999998,5.655,BABATUNJI035,1,0,2011,1
123,DRF01,368.78,DRF01_BABATUNJI046,2916.2,1,0.0,5.655,BABATUNJI046,0,0,2004,1
124,DRF01,368.53,DRF01_BABATUNJI049,6196.93,1,0.175352413,5.655,BABATUNJI049,0,1,2006,1
125,DRF03,100.53,DRF03_BABATUNJI010,203.07,1,0.075836522,19.1,BABATUNJI010,2,1,2005,0
126,DRF03,97.03,DRF03_BABATUNJI013,1827.62,1,0.045270425999999996,19.1,BABATUNJI013,2,2,1994,1
127,DRF13,362.86,DRF13_BABATUNJI013,8345.8,1,0.0,12.1,BABATUNJI013,2,2,1994,1
128,DRF13,365.86,DRF13_BABATUNJI017,9434.39,1,0.029949818,12.1,BABATUNJI017,1,1,2014,1
129,DRF13,360.86,DRF13_BABATUNJI018,2902.89,1,0.029902678999999998,12.1,BABATUNJI018,2,1,2016,2
130,DRF13,361.11,DRF13_BABATUNJI045,9071.53,1,0.02984176,12.1,BABATUNJI045,1,1,2009,1
131,DRF13,367.36,DRF13_BABATUNJI046,3991.47,1,0.029781362999999998,12.1,BABATUNJI046,0,0,2004,1
132,DRF13,360.86,DRF13_BABATUNJI049,6531.5,1,0.029827665,12.1,BABATUNJI049,0,1,2006,1
133,DRF15,379.84,DRF15_BABATUNJI013,765.67,0,0.0,18.35,BABATUNJI013,2,2,1994,1
134,DRF15,387.59,DRF15_BABATUNJI018,4976.86,1,0.03334929,18.35,BABATUNJI018,2,1,2016,2
135,DRF15,380.09,DRF15_BABATUNJI019,765.67,1,0.058153409,12.90883834765998,BABATUNJI019,0,0,1992,0
136,DRF15,387.34,DRF15_BABATUNJI046,3062.68,1,0.03321399,18.35,BABATUNJI046,0,0,2004,1
137,DRF23,432.1,DRF23_BABATUNJI010,436.1,1,0.20529482699999999,4.61,BABATUNJI010,2,1,2005,0
138,DRF23,431.35,DRF23_BABATUNJI017,9158.08,1,0.123346085,4.61,BABATUNJI017,1,1,2014,1
139,DRF23,438.1,DRF23_BABATUNJI018,5233.19,1,0.123151947,4.61,BABATUNJI018,2,1,2016,2
140,DRF23,432.1,DRF23_BABATUNJI027,17880.06,1,0.122058364,12.90883834765998,BABATUNJI027,2,1,1992,3
141,DRF23,438.6,DRF23_BABATUNJI035,6541.49,1,0.122629121,4.61,BABATUNJI035,1,0,2011,1
142,DRF23,436.1,DRF23_BABATUNJI045,6541.49,1,0.122901056,4.61,BABATUNJI045,1,1,2009,1
143,DRF23,434.6,DRF23_BABATUNJI046,3052.69,1,0.0,4.61,BABATUNJI046,0,0,2004,1
144,DRF23,431.1,DRF23_BABATUNJI049,3924.89,1,0.122843005,4.61,BABATUNJI049,0,1,2006,1
145,DRF25,90.3,DRF25_BABATUNJI013,2746.43,1,0.038892859,9.0,BABATUNJI013,2,2,1994,1
146,DRF27,383.59,DRF27_BABATUNJI013,3445.52,1,0.028393624,8.93,BABATUNJI013,2,2,1994,1
147,DRF27,380.59,DRF27_BABATUNJI017,9570.88,1,0.028578012000000003,8.93,BABATUNJI017,1,1,2014,1
148,DRF27,378.59,DRF27_BABATUNJI018,3062.68,1,0.028533032000000003,8.93,BABATUNJI018,2,1,2016,2
149,DRF27,380.34,DRF27_BABATUNJI019,382.84,1,0.049754975,12.90883834765998,BABATUNJI019,0,0,1992,0
150,DRF27,380.59,DRF27_BABATUNJI027,2679.85,1,0.02827966,12.90883834765998,BABATUNJI027,2,1,1992,3
151,DRF27,380.84,DRF27_BABATUNJI035,5359.69,1,0.028411898999999997,8.93,BABATUNJI035,1,0,2011,1
152,DRF27,386.34,DRF27_BABATUNJI046,6508.2,1,0.028417272,8.93,BABATUNJI046,0,0,2004,1
153,DRF27,380.59,DRF27_BABATUNJI049,12633.56,1,0.028461452999999998,8.93,BABATUNJI049,0,1,2006,1
154,DRF36,472.71,DRF36_BABATUNJI018,13375.92,1,0.023673342000000003,16.1,BABATUNJI018,2,1,2016,2
155,DRF36,476.71,DRF36_BABATUNJI027,23885.58,1,0.023463124,12.90883834765998,BABATUNJI027,2,1,1992,3
156,DRF36,473.46,DRF36_BABATUNJI045,9076.52,0,0.023625114,16.1,BABATUNJI045,1,1,2009,1
157,DRF36,481.71,DRF36_BABATUNJI046,7165.67,1,0.023577297999999997,16.1,BABATUNJI046,0,0,2004,1
158,DRF36,482.21,DRF36_BABATUNJI049,13375.92,1,0.023613955,16.1,BABATUNJI049,0,1,2006,1
159,DRF37,652.98,DRF37_BABATUNJI017,7889.73,1,0.08480965800000001,17.25,BABATUNJI017,1,1,2014,1
160,DRF37,653.23,DRF37_BABATUNJI019,1972.43,1,0.0,12.90883834765998,BABATUNJI019,0,0,1992,0
161,DRF48,470.47,DRF48_BABATUNJI045,3741.8,1,0.05190652,5.73,BABATUNJI045,1,1,2009,1
162,DRF49,279.63,DRF49_BABATUNJI018,5692.59,1,0.07136748,7.27,BABATUNJI018,2,1,2016,2
163,DRF49,280.13,DRF49_BABATUNJI019,284.63,1,0.124448295,12.90883834765998,BABATUNJI019,0,0,1992,0
164,DRF49,285.63,DRF49_BABATUNJI046,6546.48,1,0.071077939,7.27,BABATUNJI046,0,0,2004,1
165,DRF49,279.88,DRF49_BABATUNJI049,2846.3,1,0.071188446,7.27,BABATUNJI049,0,1,2006,1
166,DRF60,591.39,DRF60_BABATUNJI017,13109.6,1,0.052363244,10.8,BABATUNJI017,1,1,2014,1
167,DRF60,600.89,DRF60_BABATUNJI045,10726.04,1,0.052174319000000004,10.8,BABATUNJI045,1,1,2009,1
168,DRG01,195.92,DRG01_BABATUNJI013,2297.01,1,0.044840933,14.8,BABATUNJI013,2,2,1994,1
169,DRG03,388.0,DRG03_BABATUNJI010,769.0,1,0.103752817,14.5,BABATUNJI010,2,1,2005,0
170,DRG03,386.25,DRG03_BABATUNJI013,4229.49,1,0.061934990999999995,14.5,BABATUNJI013,2,2,1994,1
171,DRG03,385.75,DRG03_BABATUNJI018,4229.49,1,0.062239080999999995,14.5,BABATUNJI018,2,1,2016,2
172,DRG03,385.0,DRG03_BABATUNJI027,13072.98,1,0.061686402,12.90883834765998,BABATUNJI027,2,1,1992,3
173,DRG03,382.75,DRG03_BABATUNJI046,12303.98,1,0.061986574,14.5,BABATUNJI046,0,0,2004,1
174,DRG11,272.9,DRG11_BABATUNJI010,269.65,1,0.14032811,6.385,BABATUNJI010,2,1,2005,0
175,DRG11,274.65,DRG11_BABATUNJI013,8089.47,1,0.083768522,6.385,BABATUNJI013,2,2,1994,1
176,DRG11,272.65,DRG11_BABATUNJI018,4853.68,1,0.08417981199999999,6.385,BABATUNJI018,2,1,2016,2
177,DRG11,272.4,DRG11_BABATUNJI046,2966.14,1,0.0,6.385,BABATUNJI046,0,0,2004,1
178,DRG13,416.13,DRG13_BABATUNJI013,9456.02,1,0.037155206,17.25,BABATUNJI013,2,2,1994,1
179,DRG13,414.13,DRG13_BABATUNJI017,4522.45,1,0.037396492,17.25,BABATUNJI017,1,1,2014,1
180,DRG13,409.38,DRG13_BABATUNJI018,8222.63,1,0.037337632,17.25,BABATUNJI018,2,1,2016,2
181,DRG13,411.88,DRG13_BABATUNJI027,10278.29,1,0.037006076,12.90883834765998,BABATUNJI027,2,1,1992,3
182,DRG13,406.38,DRG13_BABATUNJI035,14800.73,1,0.03717912,17.25,BABATUNJI035,1,0,2011,1
183,DRG15,150.38,DRG15_BABATUNJI013,2756.41,1,0.0,6.13,BABATUNJI013,2,2,1994,1
184,DRG23,379.42,DRG23_BABATUNJI013,1905.85,1,0.08670898699999999,8.88,BABATUNJI013,2,2,1994,1
185,DRG23,385.17,DRG23_BABATUNJI018,7242.24,1,0.0,8.88,BABATUNJI018,2,1,2016,2
186,DRG23,378.17,DRG23_BABATUNJI027,6098.73,1,0.086360962,12.90883834765998,BABATUNJI027,2,1,1992,3
187,DRG23,384.67,DRG23_BABATUNJI035,4574.05,1,0.086764795,8.88,BABATUNJI035,1,0,2011,1
188,DRG23,381.42,DRG23_BABATUNJI045,3430.53,1,0.086957199,8.88,BABATUNJI045,1,1,2009,1
189,DRG23,380.67,DRG23_BABATUNJI046,4574.05,1,0.086781204,8.88,BABATUNJI046,0,0,2004,1
190,DRG23,383.42,DRG23_BABATUNJI049,3049.36,1,0.086916126,8.88,BABATUNJI049,0,1,2006,1
191,DRG25,471.06,DRG25_BABATUNJI035,5592.72,1,0.019046089,10.5,BABATUNJI035,1,0,2011,1
192,DRG36,430.78,DRG36_BABATUNJI027,10694.41,0,0.094916347,12.90883834765998,BABATUNJI027,2,1,1992,3
193,DRG36,430.78,DRG36_BABATUNJI035,8127.75,0,0.095360186,14.15,BABATUNJI035,1,0,2011,1
194,DRG36,427.53,DRG36_BABATUNJI045,10266.64,1,0.09557165,14.15,BABATUNJI045,1,1,2009,1
195,DRG36,426.28,DRG36_BABATUNJI046,5988.87,1,0.095378221,14.15,BABATUNJI046,0,0,2004,1
196,DRG37,386.74,DRG37_BABATUNJI013,4284.42,1,0.019362306,16.2,BABATUNJI013,2,2,1994,1
197,DRG37,384.99,DRG37_BABATUNJI018,3115.94,1,0.019457372,16.2,BABATUNJI018,2,1,2016,2
198,DRG37,385.99,DRG37_BABATUNJI019,778.99,0,0.033929133,12.90883834765998,BABATUNJI019,0,0,1992,0
199,DRG37,389.74,DRG37_BABATUNJI035,5063.41,1,0.019374768,16.2,BABATUNJI035,1,0,2011,1
200,DRG37,384.49,DRG37_BABATUNJI045,3505.44,1,0.019417732,16.2,BABATUNJI045,1,1,2009,1
201,DRG37,391.24,DRG37_BABATUNJI046,2726.45,1,0.019378432,16.2,BABATUNJI046,0,0,2004,1
202,DRG37,391.99,DRG37_BABATUNJI049,9347.83,1,0.01940856,16.2,BABATUNJI049,0,1,2006,1
203,DRG48,368.28,DRG48_BABATUNJI018,5832.41,1,0.014614357,5.78,BABATUNJI018,2,1,2016,2
204,DRG48,359.78,DRG48_BABATUNJI027,7655.04,1,0.014484582,12.90883834765998,BABATUNJI027,2,1,1992,3
205,DRG48,365.78,DRG48_BABATUNJI045,5467.88,1,0.014584584,5.78,BABATUNJI045,1,1,2009,1
206,DRG48,363.03,DRG48_BABATUNJI046,7655.04,1,0.014555066,5.78,BABATUNJI046,0,0,2004,1
207,DRG48,368.03,DRG48_BABATUNJI049,4738.83,1,0.014577695,5.78,BABATUNJI049,0,1,2006,1
208,DRG49,615.37,DRG49_BABATUNJI017,13439.17,1,0.06783685099999999,7.81,BABATUNJI017,1,1,2014,1
209,DRG49,607.12,DRG49_BABATUNJI027,8552.2,1,0.067128641,12.90883834765998,BABATUNJI027,2,1,1992,3
210,DRG49,615.12,DRG49_BABATUNJI045,17715.27,1,0.067592098,7.81,BABATUNJI045,1,1,2009,1
211,DRG51,411.63,DRG51_BABATUNJI010,1644.53,1,0.019314961000000002,12.1,BABATUNJI010,2,1,2005,0
212,DRG51,415.13,DRG51_BABATUNJI017,3700.18,1,0.011604894,12.1,BABATUNJI017,1,1,2014,1
213,DRG51,412.38,DRG51_BABATUNJI045,5755.84,1,0.011563024,12.1,BABATUNJI045,1,1,2009,1
214,DRG51,408.88,DRG51_BABATUNJI046,5755.84,1,0.011539622,12.1,BABATUNJI046,0,0,2004,1
215,DRG51,413.38,DRG51_BABATUNJI049,8633.76,1,0.011557563,12.1,BABATUNJI049,0,1,2006,1
216,DRH01,429.43,DRH01_BABATUNJI017,6082.08,1,0.098457814,17.5,BABATUNJI017,1,1,2014,1
217,DRH01,432.68,DRH01_BABATUNJI019,868.87,1,0.17141731600000001,12.90883834765998,BABATUNJI019,0,0,1992,0
218,DRH01,432.18,DRH01_BABATUNJI027,9123.12,1,0.097429924,12.90883834765998,BABATUNJI027,2,1,1992,3
219,DRH01,432.43,DRH01_BABATUNJI045,10860.86,1,0.098102581,17.5,BABATUNJI045,1,1,2009,1
220,DRH01,437.18,DRH01_BABATUNJI046,5213.21,1,0.097904029,17.5,BABATUNJI046,0,0,2004,1
221,DRH03,229.03,DRH03_BABATUNJI010,233.03,1,0.05869048,17.25,BABATUNJI010,2,1,2005,0
222,DRH03,231.03,DRH03_BABATUNJI046,3262.42,1,0.035064318,17.25,BABATUNJI046,0,0,2004,1
223,DRH03,233.53,DRH03_BABATUNJI049,2330.3,1,0.035118834,17.25,BABATUNJI049,0,1,2006,1
224,DRH11,138.4,DRH11_BABATUNJI013,1243.38,1,0.075495088,5.98,BABATUNJI013,2,2,1994,1
225,DRH13,267.82,DRH13_BABATUNJI013,2396.88,1,0.023866079,8.575,BABATUNJI013,2,2,1994,1
